tag,id,cluster
World,0,0
World,1,0
World,2,0
World,3,0
World,4,-1
World,5,0
World,6,0
World,7,0
World,8,0
World,9,0
World,10,-1
World,11,-1
World,12,-1
World,13,0
World,14,-1
World,15,0
World,16,-1
World,17,0
World,18,0
World,19,-1
World,20,-1
World,21,0
World,22,-1
World,23,-1
World,24,0
World,25,-1
World,26,-1
World,27,-1
World,28,-1
World,29,0
World,30,-1
World,31,0
World,32,0
World,33,0
World,34,0
World,35,0
World,36,0
World,37,-1
World,38,0
World,39,-1
World,40,0
World,41,-1
World,42,0
World,43,-1
World,44,0
World,45,-1
World,46,-1
World,47,-1
World,48,-1
World,49,0
World,50,-1
World,51,-1
World,52,-1
World,53,0
World,54,0
World,55,0
World,56,0
World,57,-1
World,58,-1
World,59,-1
World,60,0
World,61,-1
World,62,-1
World,63,-1
World,64,-1
World,65,0
World,66,-1
World,67,1
World,68,-1
World,69,-1
World,70,0
World,71,0
World,72,1
World,73,-1
World,74,1
World,75,0
World,76,-1
World,77,0
World,78,0
World,79,0
World,80,0
World,81,-1
World,82,-1
World,83,-1
World,84,-1
World,85,0
World,86,0
World,87,-1
World,88,-1
World,89,0
World,90,0
World,91,0
World,92,0
World,93,-1
World,94,-1
World,95,-1
World,96,-1
World,97,0
World,98,-1
World,99,0
World,100,0
World,101,0
World,102,-1
World,103,0
World,104,0
World,105,-1
World,106,0
World,107,-1
World,108,1
World,109,-1
World,110,-1
World,111,0
World,112,0
World,113,0
World,114,-1
World,115,0
World,116,0
World,117,0
World,118,0
World,119,0
World,120,0
World,121,1
World,122,0
World,123,-1
World,124,0
World,125,-1
World,126,0
World,127,-1
World,128,0
World,129,0
World,130,0
World,131,-1
World,132,-1
World,133,-1
World,134,0
World,135,-1
World,136,-1
World,137,-1
World,138,0
World,139,-1
World,140,0
World,141,0
World,142,0
World,143,-1
World,144,-1
World,145,0
World,146,0
World,147,-1
World,148,-1
World,149,0
World,150,0
World,151,-1
World,152,-1
World,153,0
World,154,0
World,155,0
World,156,-1
World,157,0
World,158,-1
World,159,0
World,160,0
World,161,0
World,162,-1
World,163,0
World,164,0
World,165,0
World,166,1
World,167,-1
World,168,0
World,169,-1
World,170,0
World,171,-1
World,172,-1
World,173,-1
World,174,0
World,175,-1
World,176,-1
World,177,0
World,178,-1
World,179,-1
World,180,0
World,181,0
World,182,0
World,183,0
World,184,0
World,185,0
World,186,0
World,187,0
World,188,0
World,189,-1
World,190,-1
World,191,0
World,192,-1
World,193,0
World,194,0
World,195,0
World,196,-1
World,197,0
World,198,-1
World,199,-1
World,200,0
World,201,-1
World,202,0
World,203,0
World,204,0
World,205,0
World,206,-1
World,207,-1
World,208,0
World,209,-1
World,210,-1
World,211,0
World,212,-1
World,213,-1
World,214,0
World,215,-1
World,216,-1
World,217,0
World,218,-1
World,219,0
World,220,0
World,221,0
World,222,0
World,223,0
World,224,0
World,225,0
World,226,-1
World,227,-1
World,228,1
World,229,-1
World,230,0
World,231,0
World,232,-1
World,233,0
World,234,0
World,235,-1
World,236,-1
World,237,0
World,238,-1
World,239,0
World,240,-1
World,241,-1
World,242,-1
World,243,-1
World,244,-1
World,245,-1
World,246,0
World,247,-1
World,248,-1
World,249,0
World,250,-1
World,251,-1
World,252,0
World,253,1
World,254,0
World,255,0
World,256,0
World,257,0
World,258,0
World,259,0
World,260,0
World,261,-1
World,262,0
World,263,-1
World,264,-1
World,265,0
World,266,-1
World,267,0
World,268,0
World,269,-1
World,270,-1
World,271,0
World,272,0
World,273,-1
World,274,-1
World,275,0
World,276,0
World,277,0
World,278,0
World,279,0
World,280,-1
World,281,-1
World,282,-1
World,283,0
World,284,-1
World,285,0
World,286,0
World,287,-1
World,288,0
World,289,0
World,290,-1
World,291,0
World,292,0
World,293,1
World,294,0
World,295,0
World,296,0
World,297,0
World,298,0
World,299,0
World,300,0
World,301,-1
World,302,-1
World,303,-1
World,304,0
World,305,0
World,306,-1
World,307,0
World,308,0
World,309,0
World,310,0
World,311,0
World,312,-1
World,313,-1
World,314,0
World,315,0
World,316,-1
World,317,-1
World,318,-1
World,319,-1
World,320,-1
World,321,0
World,322,-1
World,323,0
World,324,0
World,325,0
World,326,0
World,327,0
World,328,0
World,329,0
World,330,-1
World,331,-1
World,332,-1
World,333,-1
World,334,0
World,335,0
World,336,-1
World,337,-1
World,338,0
World,339,0
World,340,0
World,341,0
World,342,-1
World,343,0
World,344,0
World,345,0
World,346,0
World,347,0
World,348,0
World,349,0
World,350,0
World,351,0
World,352,-1
World,353,0
World,354,0
World,355,-1
World,356,0
World,357,-1
World,358,0
World,359,0
World,360,-1
World,361,0
World,362,-1
World,363,-1
World,364,0
World,365,-1
World,366,-1
World,367,-1
World,368,-1
World,369,0
World,370,-1
World,371,0
World,372,-1
World,373,0
World,374,-1
World,375,-1
World,376,0
World,377,0
World,378,1
World,379,-1
World,380,-1
World,381,0
World,382,-1
World,383,-1
World,384,-1
World,385,0
World,386,0
World,387,0
World,388,1
World,389,-1
World,390,-1
World,391,0
World,392,0
World,393,-1
World,394,-1
World,395,0
World,396,-1
World,397,0
World,398,-1
World,399,-1
World,400,0
World,401,-1
World,402,0
World,403,0
World,404,-1
World,405,-1
World,406,-1
World,407,0
World,408,0
World,409,-1
World,410,-1
World,411,0
World,412,0
World,413,-1
World,414,-1
World,415,-1
World,416,0
World,417,0
World,418,0
World,419,-1
World,420,-1
World,421,0
World,422,-1
World,423,0
World,424,0
World,425,0
World,426,-1
World,427,0
World,428,-1
