tag,id,cluster
World,0,2
World,1,2
World,2,2
World,3,2
World,4,2
World,5,2
World,6,2
World,7,2
World,8,2
World,9,2
World,10,2
World,11,2
World,12,2
World,13,2
World,14,2
World,15,2
World,16,2
World,17,2
World,18,2
World,19,2
World,20,2
World,21,2
World,22,2
World,23,2
World,24,2
World,25,2
World,26,2
World,27,0
World,28,0
World,29,2
World,30,0
World,31,2
World,32,2
World,33,2
World,34,2
World,35,2
World,36,2
World,37,0
World,38,2
World,39,2
World,40,0
World,41,2
World,42,2
World,43,2
World,44,2
World,45,2
World,46,0
World,47,0
World,48,2
World,49,2
World,50,2
World,51,2
World,52,2
World,53,2
World,54,2
World,55,2
World,56,2
World,57,2
World,58,0
World,59,2
World,60,2
World,61,2
World,62,2
World,63,2
World,64,2
World,65,2
World,66,0
World,67,0
World,68,2
World,69,2
World,70,2
World,71,2
World,72,0
World,73,2
World,74,0
World,75,2
World,76,2
World,77,2
World,78,2
World,79,2
World,80,2
World,81,2
World,82,2
World,83,2
World,84,2
World,85,2
World,86,2
World,87,0
World,88,0
World,89,2
World,90,2
World,91,2
World,92,2
World,93,0
World,94,2
World,95,2
World,96,0
World,97,0
World,98,2
World,99,2
World,100,2
World,101,2
World,102,0
World,103,2
World,104,2
World,105,2
World,106,2
World,107,2
World,108,0
World,109,2
World,110,2
World,111,2
World,112,0
World,113,2
World,114,2
World,115,2
World,116,2
World,117,2
World,118,2
World,119,2
World,120,2
World,121,0
World,122,2
World,123,2
World,124,2
World,125,0
World,126,2
World,127,2
World,128,2
World,129,2
World,130,2
World,131,2
World,132,2
World,133,0
World,134,0
World,135,2
World,136,2
World,137,0
World,138,2
World,139,2
World,140,2
World,141,2
World,142,2
World,143,2
World,144,2
World,145,2
World,146,2
World,147,0
World,148,2
World,149,0
World,150,2
World,151,0
World,152,0
World,153,2
World,154,2
World,155,2
World,156,2
World,157,2
World,158,2
World,159,2
World,160,2
World,161,2
World,162,0
World,163,2
World,164,2
World,165,2
World,166,0
World,167,0
World,168,2
World,169,2
World,170,2
World,171,0
World,172,2
World,173,2
World,174,2
World,175,2
World,176,2
World,177,0
World,178,2
World,179,0
World,180,2
World,181,2
World,182,2
World,183,2
World,184,0
World,185,2
World,186,2
World,187,2
World,188,2
World,189,2
World,190,2
World,191,2
World,192,2
World,193,0
World,194,2
World,195,2
World,196,2
