tag,id,cluster
World,0,26
World,1,45
World,2,16
World,3,45
World,4,-1
World,5,45
World,6,26
World,7,-1
World,8,45
World,9,32
World,10,-1
World,11,15
World,12,-1
World,13,26
World,14,-1
World,15,16
World,16,44
World,17,29
World,18,45
World,19,-1
World,20,-1
World,21,45
World,22,-1
World,23,-1
World,24,18
World,25,-1
World,26,-1
World,27,26
World,28,4
World,29,26
World,30,-1
World,31,45
World,32,44
World,33,45
World,34,26
World,35,26
World,36,26
World,37,-1
World,38,45
World,39,20
World,40,19
World,41,45
World,42,32
World,43,19
World,44,26
World,45,-1
World,46,-1
World,47,4
World,48,-1
World,49,26
World,50,-1
World,51,-1
World,52,-1
World,53,32
World,54,16
World,55,-1
World,56,45
World,57,-1
World,58,-1
World,59,-1
World,60,20
World,61,-1
World,62,38
World,63,-1
World,64,18
World,65,45
World,66,-1
World,67,8
World,68,-1
World,69,-1
World,70,23
World,71,-1
World,72,12
World,73,20
World,74,0
World,75,26
World,76,-1
World,77,16
World,78,18
World,79,32
World,80,-1
World,81,-1
World,82,16
World,83,-1
World,84,-1
World,85,45
World,86,38
World,87,-1
World,88,-1
World,89,45
World,90,45
World,91,16
World,92,-1
World,93,-1
World,94,-1
World,95,-1
World,96,13
World,97,-1
World,98,-1
World,99,45
World,100,45
World,101,16
World,102,4
World,103,32
World,104,45
World,105,-1
World,106,16
World,107,-1
World,108,1
World,109,-1
World,110,-1
World,111,44
World,112,18
World,113,-1
World,114,45
World,115,26
World,116,45
World,117,26
World,118,-1
World,119,39
World,120,39
World,121,12
World,122,26
World,123,-1
World,124,32
World,125,-1
World,126,16
World,127,-1
World,128,39
World,129,-1
World,130,45
World,131,-1
World,132,-1
World,133,-1
World,134,19
World,135,18
World,136,-1
World,137,-1
World,138,45
World,139,-1
World,140,39
World,141,20
World,142,10
World,143,14
World,144,32
World,145,45
World,146,45
World,147,-1
World,148,20
World,149,18
World,150,16
World,151,-1
World,152,14
World,153,18
World,154,45
World,155,44
World,156,-1
World,157,16
World,158,-1
World,159,-1
World,160,16
World,161,45
World,162,-1
World,163,45
World,164,26
World,165,39
World,166,6
World,167,14
World,168,39
World,169,44
World,170,26
World,171,14
World,172,14
World,173,-1
World,174,-1
World,175,-1
World,176,38
World,177,-1
World,178,33
World,179,-1
World,180,18
World,181,44
World,182,16
World,183,44
World,184,19
World,185,-1
World,186,44
World,187,18
World,188,-1
World,189,18
World,190,-1
World,191,-1
World,192,20
World,193,-1
World,194,45
World,195,39
World,196,15
World,197,26
World,198,44
World,199,39
World,200,45
World,201,-1
World,202,45
World,203,45
World,204,26
World,205,45
World,206,-1
World,207,-1
World,208,45
World,209,26
World,210,10
World,211,45
World,212,-1
World,213,-1
World,214,39
World,215,-1
World,216,-1
World,217,39
World,218,-1
World,219,19
World,220,44
World,221,18
World,222,45
World,223,32
World,224,-1
World,225,32
World,226,-1
World,227,-1
World,228,0
World,229,-1
World,230,16
World,231,-1
World,232,-1
World,233,26
World,234,39
World,235,-1
World,236,20
World,237,45
World,238,14
World,239,-1
World,240,39
World,241,32
World,242,-1
World,243,-1
World,244,-1
World,245,-1
World,246,26
World,247,45
World,248,-1
World,249,25
World,250,-1
World,251,-1
World,252,16
World,253,8
World,254,32
World,255,18
World,256,19
World,257,26
World,258,45
World,259,20
World,260,45
World,261,-1
World,262,16
World,263,-1
World,264,-1
World,265,-1
World,266,-1
World,267,39
World,268,38
World,269,15
World,270,-1
World,271,-1
World,272,32
World,273,-1
World,274,16
World,275,19
World,276,-1
World,277,39
World,278,45
World,279,44
World,280,32
World,281,-1
World,282,20
World,283,45
World,284,-1
World,285,26
World,286,20
World,287,13
World,288,45
World,289,45
World,290,-1
World,291,32
World,292,38
World,293,5
World,294,26
World,295,44
World,296,45
World,297,18
World,298,45
World,299,44
World,300,26
World,301,-1
World,302,-1
World,303,-1
World,304,24
World,305,29
World,306,45
World,307,39
World,308,45
World,309,18
World,310,-1
World,311,26
World,312,45
World,313,14
World,314,32
World,315,26
World,316,32
World,317,-1
World,318,-1
World,319,-1
World,320,-1
World,321,-1
World,322,-1
World,323,9
World,324,39
World,325,16
World,326,45
World,327,16
World,328,45
World,329,39
World,330,-1
World,331,-1
World,332,-1
World,333,-1
World,334,26
World,335,39
World,336,-1
World,337,3
World,338,45
World,339,44
World,340,44
World,341,45
World,342,44
World,343,16
World,344,-1
World,345,-1
World,346,45
World,347,26
World,348,39
World,349,45
World,350,45
World,351,32
World,352,-1
World,353,39
World,354,26
World,355,-1
World,356,38
World,357,-1
World,358,18
World,359,45
World,360,-1
World,361,26
World,362,18
World,363,-1
World,364,26
World,365,-1
World,366,15
World,367,15
World,368,-1
World,369,26
World,370,32
World,371,44
World,372,15
World,373,16
World,374,-1
World,375,-1
World,376,16
World,377,16
World,378,1
World,379,-1
World,380,-1
World,381,45
World,382,-1
World,383,20
World,384,39
World,385,39
World,386,18
World,387,16
World,388,8
World,389,-1
World,390,14
World,391,16
World,392,9
World,393,-1
World,394,-1
World,395,32
World,396,-1
World,397,39
World,398,-1
World,399,16
World,400,-1
World,401,-1
World,402,32
World,403,16
World,404,-1
World,405,-1
World,406,-1
World,407,38
World,408,32
World,409,-1
World,410,-1
World,411,16
World,412,16
World,413,-1
World,414,-1
World,415,-1
World,416,26
World,417,45
World,418,-1
World,419,-1
World,420,-1
World,421,45
World,422,-1
World,423,38
World,424,-1
World,425,44
World,426,14
World,427,38
World,428,-1
World,429,16
World,430,39
World,431,26
World,432,45
World,433,-1
World,434,-1
World,435,45
World,436,42
World,437,45
World,438,-1
World,439,16
World,440,-1
World,441,32
World,442,45
World,443,26
World,444,16
World,445,-1
World,446,32
World,447,32
World,448,16
World,449,-1
World,450,-1
World,451,2
World,452,18
World,453,38
World,454,32
World,455,16
World,456,-1
World,457,45
World,458,45
World,459,32
World,460,26
World,461,-1
World,462,-1
World,463,20
World,464,7
World,465,1
World,466,26
World,467,45
World,468,20
World,469,-1
World,470,38
World,471,16
World,472,16
World,473,19
World,474,-1
World,475,-1
World,476,45
World,477,12
World,478,-1
World,479,26
World,480,45
World,481,20
World,482,-1
World,483,5
World,484,-1
World,485,32
World,486,16
World,487,45
World,488,45
World,489,-1
World,490,45
World,491,45
World,492,44
World,493,-1
World,494,-1
World,495,-1
World,496,45
World,497,44
World,498,44
World,499,45
World,500,-1
World,501,16
World,502,-1
World,503,16
World,504,32
World,505,45
World,506,-1
World,507,32
World,508,39
World,509,10
World,510,26
World,511,45
World,512,6
World,513,-1
World,514,16
World,515,45
World,516,45
World,517,45
World,518,39
World,519,45
World,520,44
World,521,-1
World,522,4
World,523,26
World,524,14
World,525,13
World,526,45
World,527,-1
World,528,-1
World,529,-1
World,530,26
World,531,44
World,532,-1
World,533,-1
World,534,-1
World,535,2
World,536,16
World,537,45
World,538,-1
World,539,38
World,540,-1
World,541,-1
World,542,45
World,543,32
World,544,4
World,545,26
World,546,26
World,547,-1
World,548,-1
World,549,-1
World,550,45
World,551,-1
World,552,16
World,553,12
World,554,45
World,555,-1
World,556,-1
World,557,45
World,558,39
World,559,45
World,560,26
World,561,45
World,562,-1
World,563,20
World,564,-1
World,565,20
World,566,-1
World,567,32
World,568,18
World,569,16
World,570,45
World,571,-1
World,572,26
World,573,-1
World,574,-1
World,575,16
World,576,-1
World,577,16
World,578,26
World,579,12
World,580,16
World,581,-1
World,582,19
World,583,26
World,584,44
World,585,21
World,586,39
World,587,13
World,588,16
World,589,44
World,590,45
World,591,44
World,592,-1
World,593,26
World,594,-1
World,595,18
World,596,-1
World,597,8
World,598,45
World,599,16
World,600,-1
World,601,39
World,602,38
World,603,13
World,604,39
World,605,26
World,606,16
World,607,45
World,608,-1
World,609,39
World,610,-1
World,611,20
World,612,-1
World,613,26
World,614,26
World,615,15
World,616,38
World,617,-1
World,618,16
World,619,14
World,620,18
World,621,-1
World,622,-1
World,623,-1
World,624,-1
World,625,10
World,626,-1
World,627,16
World,628,-1
World,629,-1
World,630,29
World,631,26
World,632,-1
World,633,-1
World,634,16
World,635,32
World,636,16
World,637,39
World,638,26
World,639,18
World,640,-1
World,641,45
World,642,16
World,643,-1
World,644,15
World,645,14
World,646,32
World,647,-1
World,648,-1
World,649,32
World,650,19
World,651,-1
World,652,18
World,653,39
World,654,38
World,655,25
World,656,20
World,657,-1
World,658,2
World,659,44
World,660,-1
World,661,-1
World,662,12
World,663,45
World,664,16
World,665,25
World,666,-1
World,667,-1
World,668,-1
World,669,15
World,670,34
World,671,45
World,672,-1
World,673,45
World,674,-1
World,675,26
World,676,45
World,677,-1
World,678,32
World,679,-1
World,680,45
World,681,32
World,682,32
World,683,-1
World,684,26
World,685,39
World,686,38
World,687,45
World,688,-1
World,689,45
World,690,-1
World,691,-1
World,692,-1
World,693,26
World,694,-1
World,695,26
World,696,32
World,697,-1
World,698,45
World,699,-1
World,700,-1
World,701,44
World,702,-1
World,703,-1
World,704,26
World,705,-1
World,706,-1
World,707,45
World,708,-1
World,709,19
World,710,13
World,711,32
World,712,16
World,713,-1
World,714,4
World,715,-1
World,716,30
World,717,16
World,718,-1
World,719,16
World,720,-1
World,721,20
World,722,26
World,723,15
World,724,-1
World,725,16
World,726,14
World,727,-1
World,728,26
World,729,32
World,730,44
World,731,20
World,732,16
World,733,44
World,734,44
World,735,45
World,736,39
World,737,45
World,738,10
World,739,-1
World,740,-1
World,741,45
World,742,-1
World,743,38
World,744,45
World,745,-1
World,746,26
World,747,39
World,748,-1
World,749,19
World,750,35
World,751,26
World,752,32
World,753,-1
World,754,26
World,755,-1
World,756,38
World,757,32
World,758,32
World,759,-1
World,760,26
World,761,16
World,762,-1
World,763,16
World,764,15
World,765,-1
World,766,-1
World,767,19
World,768,38
World,769,38
World,770,9
World,771,39
World,772,39
World,773,-1
World,774,45
World,775,45
World,776,44
World,777,39
World,778,45
World,779,-1
World,780,-1
World,781,38
World,782,32
World,783,16
World,784,39
World,785,38
World,786,-1
World,787,-1
World,788,-1
World,789,-1
World,790,44
World,791,8
World,792,-1
World,793,45
World,794,-1
World,795,16
World,796,-1
World,797,44
World,798,7
World,799,45
World,800,-1
World,801,45
World,802,-1
World,803,45
World,804,0
World,805,45
World,806,15
World,807,-1
World,808,16
World,809,-1
World,810,44
World,811,-1
World,812,-1
World,813,44
World,814,-1
World,815,26
World,816,-1
World,817,45
World,818,-1
World,819,38
World,820,16
World,821,39
World,822,45
World,823,26
World,824,16
World,825,3
World,826,38
World,827,10
World,828,38
World,829,-1
World,830,45
World,831,-1
World,832,26
World,833,38
World,834,-1
World,835,26
World,836,-1
World,837,-1
World,838,-1
World,839,26
World,840,45
World,841,-1
World,842,45
World,843,39
World,844,-1
World,845,32
World,846,-1
World,847,18
World,848,-1
World,849,-1
World,850,-1
World,851,-1
World,852,39
World,853,-1
World,854,10
World,855,45
World,856,44
World,857,31
World,858,16
World,859,45
World,860,44
