tag,id,level_1_cluster,level_1_membership_0,level_1_membership_1,level_1_membership_2,level_1_membership_3,level_2_cluster,level_2_membership_0,level_2_membership_1,level_2_membership_2,level_2_membership_3,cluster,level_1_path_membership_0,level_1_path_membership_1,level_1_path_membership_2,level_1_path_membership_3,level_2_path_membership_0_0,level_2_path_membership_0_1,level_2_path_membership_1_0,level_2_path_membership_1_1,level_2_path_membership_2_0,level_2_path_membership_2_1,level_2_path_membership_3_0,level_2_path_membership_3_1,cluster_path,is_noise,noise_level,leaf_level
World,0,1,0.14844842639245004,0.5360846049656992,0.16200784189091602,0.1534591267509347,1,0.49999944971619725,0.5000005502838026,,,1,0.14844842639245004,0.5360846049656991,0.1620078418909161,0.15345912675093468,0.07422421731829867,0.07422420907415136,0.26804200748417445,0.26804259748152454,0.08100396441100383,0.08100387747991226,0.07672956504642149,0.07672956170451321,1/1,False,-1,2
World,1,1,0.12985660661412257,0.5912629830108472,0.14079570625290483,0.1380847041221253,1,0.4999983502223642,0.5000016497776357,,,1,0.1298566066141226,0.5912629830108471,0.14079570625290488,0.1380847041221254,0.06492830336023167,0.06492830325389094,0.29563051605297724,0.2956324669578698,0.07039803178744067,0.07039767446546419,0.06904233761147585,0.06904236651064956,1/1,False,-1,2
World,2,1,0.22059725802317462,0.33555717818016223,0.21656061070984645,0.22728495308681668,0,0.5000008590834899,0.4999991409165102,,,0,0.22059725802317462,0.3355571781801622,0.21656061070984653,0.22728495308681668,0.11029861540253558,0.11029864262063906,0.16777887736171274,0.16777830081844944,0.10828038196068265,0.10828022874916388,0.11364247417590295,0.1136424789109137,1/0,False,-1,2
World,3,1,0.13021833042069852,0.5525097912956954,0.1495587336114652,0.16771314467214085,1,0.49999914379639276,0.5000008562036073,,,1,0.13021833042069864,0.5525097912956951,0.1495587336114653,0.16771314467214096,0.06510916777004008,0.06510916265065857,0.2762544225869711,0.276255368708724,0.07477949786179465,0.07477923574967064,0.08385656502871482,0.08385657964342615,1/1,False,-1,2
World,4,0,0.2868703790682439,0.28602019866107714,0.22762997780988062,0.19947944446079832,0,0.5000000731176384,0.49999992688236156,,,0,0.2868703790682439,0.28602019866107703,0.22762997780988067,0.1994794444607983,0.1434352105094066,0.1434351685588373,0.1430100023281419,0.14301019633293513,0.11381497959235823,0.11381499821752245,0.09973971299512199,0.09973973146567629,0/0,False,-1,2
World,5,1,0.14062746686265545,0.5416941195190662,0.15159998784086431,0.16607842577741405,1,0.4999982084371387,0.5000017915628613,,,1,0.14062746686265554,0.5416941195190661,0.15159998784086437,0.16607842577741405,0.07031373071164346,0.07031373615101208,0.2708460892804662,0.2708480302385999,0.07580007444450187,0.07579991339636251,0.08303918433560535,0.08303924144180871,1/1,False,-1,2
World,6,1,0.20478271208074406,0.38458126109874774,0.2145392110714203,0.196096815749088,0,0.5000004660178895,0.4999995339821105,,,0,0.20478271208074406,0.38458126109874774,0.2145392110714203,0.196096815749088,0.10239135373598224,0.1023913583447618,0.19229080977112148,0.19229045132762626,0.10726949496190998,0.10726971610951033,0.09804838675135241,0.09804842899773555,1/0,False,-1,2
World,7,1,0.1803949131404027,0.3766191801929382,0.24117157317285595,0.20181433349380312,0,0.5000001192174018,0.4999998807825982,,,0,0.18039491314040276,0.3766191801929381,0.24117157317285598,0.2018143334938032,0.09019745317185451,0.09019745996854826,0.1883096349960292,0.18830954519690896,0.12058661134479366,0.1205849618280623,0.10090715599799487,0.10090717749580834,1/0,False,-1,2
World,8,1,0.150369751368156,0.5317763270204501,0.16891212406674533,0.14894179754464854,1,0.4999985231591338,0.5000014768408663,,,1,0.15036975136815614,0.53177632702045,0.16891212406674538,0.1489417975446485,0.07518487099285139,0.07518488037530477,0.26588737816121344,0.2658889488592364,0.08445619267469517,0.08445593139205021,0.07447087378482119,0.07447092375982732,1/1,False,-1,2
World,9,1,0.1328562856318251,0.5723179482377088,0.14866630628063202,0.14615945984983406,1,0.4999999707458089,0.5000000292541912,,,1,0.13285628563182514,0.5723179482377088,0.1486663062806321,0.14615945984983403,0.06642814231123148,0.06642814332059366,0.2861589573761556,0.28615899086155305,0.07433333316469004,0.07433297311594207,0.07307973543574879,0.07307972441408522,1/1,False,-1,2
World,10,1,0.21507989444846162,0.3661600315991227,0.20600575616546474,0.21275431778695103,0,0.500000154127037,0.499999845872963,,,0,0.21507989444846162,0.36616003159912247,0.20600575616546482,0.21275431778695097,0.10753995883680165,0.10753993561165999,0.1830800722347219,0.18307995936440058,0.1030030107015287,0.1030027454639361,0.10637715529215601,0.10637716249479495,1/0,False,-1,2
World,11,1,0.24407578450022197,0.2960725401747896,0.24432657158791538,0.21552510373707304,0,0.500000695749088,0.4999993042509121,,,0,0.24407578450022202,0.2960725401747896,0.24432657158791543,0.21552510373707304,0.1220378979542834,0.12203788654593863,0.1480364760795946,0.148036064095195,0.12216321454338151,0.12216335704453392,0.10776257270951706,0.10776253102755597,1/0,False,-1,2
World,12,1,0.23616795931145187,0.2593559654223881,0.2554402834186553,0.24903579184750474,0,0.5000001056629249,0.4999998943370751,,,0,0.23616795931145185,0.2593559654223881,0.25544028341865543,0.24903579184750468,0.11808398266105816,0.11808397665039366,0.12967801011550392,0.1296779553068842,0.12772002003355387,0.12772026338510156,0.12451786648092432,0.12451792536658036,1/0,False,-1,2
World,13,1,0.14935639042988294,0.5433094548167863,0.1533788121669982,0.15395534258633256,0,0.5000001902333056,0.4999998097666944,,,0,0.14935639042988294,0.5433094548167863,0.15337881216699825,0.15395534258633256,0.07467819796654868,0.07467819246333426,0.2716548307639466,0.2716546240528397,0.07668959508577818,0.07668921708122008,0.07697765683431865,0.07697768575201391,1/0,False,-1,2
World,14,2,0.2628729559833187,0.2605988467959822,0.2643702582038099,0.2121579390168892,0,0.5000011233606899,0.49999887663931014,,,0,0.2628729559833187,0.26059884679598216,0.26437025820380994,0.2121579390168892,0.13143647218002605,0.13143648380329268,0.1302995304695775,0.13029931632640465,0.13218542608506056,0.13218483211874937,0.10607901223082891,0.10607892678606029,2/0,False,-1,2
World,15,1,0.21431202752357487,0.39968215366783816,0.20661695535320523,0.17938886345538177,0,0.5000003461274124,0.4999996538725875,,,0,0.2143120275235749,0.3996821536678381,0.20661695535320526,0.17938886345538174,0.10715600892425704,0.10715601859931785,0.1998412151748687,0.1998409384929694,0.10330849332223262,0.10330846203097263,0.0896944149101585,0.08969444854522322,1/0,False,-1,2
World,16,1,0.17865652750853217,0.43071456263317254,0.171822642380991,0.21880626747730442,0,0.5000000711179134,0.4999999288820865,,,0,0.17865652750853223,0.4307145626331725,0.171822642380991,0.21880626747730436,0.08932826047294287,0.08932826703558935,0.21535731194810717,0.21535725068506525,0.08591133648847205,0.08591130589251895,0.10940321747678072,0.10940305000052362,1/0,False,-1,2
World,17,2,0.25378635668796545,0.14867793332387158,0.44822469062279857,0.1493110193653643,1,0.49999778181896176,0.5000022181810383,,,1,0.2537863566879655,0.14867793332387158,0.4482246906227987,0.14931101936536423,0.12689314811400004,0.12689320857396547,0.0743389626587259,0.07433897066514569,0.2241113510678897,0.22411333955490897,0.07465553523105035,0.07465548413431389,2/1,False,-1,2
World,18,1,0.14646966328580663,0.55137731649169,0.14907617705570272,0.15307684316680062,1,0.49999972818703853,0.5000002718129614,,,1,0.1464696632858067,0.5513773164916899,0.14907617705570284,0.15307684316680062,0.07323483145293769,0.07323483183286902,0.2756885083743436,0.2756888081173462,0.07453829332604751,0.07453788372965532,0.07653839228701267,0.07653845087978794,1/1,False,-1,2
World,19,1,0.20962936565970475,0.34875067266573534,0.22878975183915257,0.2128302098354074,0,0.5000002943280798,0.49999970567192015,,,0,0.2096293656597048,0.34875067266573523,0.22878975183915265,0.2128302098354074,0.10481469356951519,0.10481467209018962,0.1743754389799834,0.17437523368575186,0.11439473742470475,0.1143950144144479,0.10641513650557474,0.10641507332983266,1/0,False,-1,2
