tag,id,cluster,membership_0,membership_1,membership_2,membership_3
World,0,1,0.17860837188798237,0.46515030350868947,0.17181663081126908,0.18442469379205906
World,1,1,0.15877158003243266,0.5314898755260145,0.14781845589230547,0.16192008854924742
World,2,1,0.23311205693752068,0.3155077378855688,0.2250953902537191,0.22628481492319147
World,3,1,0.19853054563859174,0.46324455292349037,0.1603885511792588,0.17783635025865913
World,4,1,0.2092337201139656,0.2817188444256669,0.2675954080251778,0.24145202743518962
World,5,1,0.1861495460393479,0.48494929976729484,0.15858710406705284,0.17031405012630443
World,6,1,0.21151418278373366,0.34436064349434975,0.21888537151769943,0.2252398022042172
World,7,1,0.20834294828202157,0.3542118485556947,0.19391757586585745,0.24352762729642627
World,8,1,0.1644566243207795,0.48558389571181293,0.16567818594698352,0.18428129402042404
World,9,1,0.18087776114558352,0.47249531965685787,0.16493282060826184,0.18169409858929678
World,10,1,0.2224343933709902,0.33982989752569137,0.2189574138827252,0.21877829522059325
World,11,1,0.22272084892740573,0.2837494130231302,0.24594055869363007,0.24758917935583394
World,12,1,0.2472438098575279,0.25559199235063007,0.24371362969720997,0.2534505680946321
World,13,1,0.16979772576626684,0.4960428523319858,0.16249690469759057,0.1716625172041568
World,14,3,0.21652618280451535,0.2581590150505682,0.25860850702444804,0.2667062951204684
World,15,1,0.19300539229260316,0.36484620080755925,0.2217436202584041,0.22040478664143348
World,16,1,0.23263281879455322,0.389539193070812,0.1903006908636286,0.18752729727100623
World,17,3,0.16719689839354324,0.16552018420794837,0.2965199415036655,0.3707629758948429
World,18,1,0.18294505782308781,0.4633501150135053,0.17224751302896796,0.18145731413443886
World,19,1,0.22350065331821714,0.32189778711685657,0.22157803968001552,0.23302351988491077
World,20,1,0.22522747299344278,0.2648687286213796,0.2491836813269356,0.260720117058242
World,21,1,0.19696622162030133,0.41461432019140015,0.19054199661423732,0.1978774615740613
World,22,1,0.21763092813764084,0.3231210923754815,0.23107842489715294,0.2281695545897247
World,23,1,0.24838816023279406,0.2745903647111159,0.24029545218148632,0.23672602287460373
World,24,1,0.22939329359457325,0.3386347581479326,0.20185194140541482,0.2301200068520793
World,25,1,0.19031993478348727,0.3894137468771846,0.19759378898748683,0.2226725293518413
World,26,1,0.23153735247105134,0.27186333750440034,0.251545739849468,0.24505357017508034
World,27,1,0.2600667844766774,0.34654562790300164,0.19885762542171842,0.19452996219860258
World,28,1,0.25871882154130826,0.2664813950875861,0.23961264678123523,0.23518713658987048
World,29,1,0.20667355753420807,0.3838574242346834,0.20269340952839893,0.20677560870270956
World,30,0,0.2689088151958645,0.24084566669291266,0.2495708088841299,0.2406747092270929
World,31,1,0.1587855083257566,0.513284475940126,0.15884222678166945,0.16908778895244794
World,32,1,0.18455867531588777,0.4559883222227926,0.1782656167046313,0.18118738575668825
World,33,1,0.1991350921317441,0.4294589486348585,0.17869585859343895,0.1927101006399585
World,34,1,0.22257848481553083,0.38192504960122625,0.19925423859179078,0.19624222699145213
World,35,1,0.1948635766912649,0.4422130860752514,0.17942168160632072,0.18350165562716303
World,36,1,0.17914651838679446,0.4819669618662731,0.1697778764851828,0.16910864326174974
World,37,0,0.28747426298455475,0.28419660005040326,0.21598515699608908,0.212343979968953
World,38,1,0.20433950273286247,0.4085186890875241,0.1886874759123574,0.1984543322672561
World,39,1,0.2459148869144527,0.2920211103454578,0.23797129298663394,0.22409270975345558
World,40,1,0.27401348423362304,0.28074538768655793,0.21613917016088352,0.2291019579189354
World,41,1,0.21036721888246118,0.39593478444648905,0.19932100260293964,0.19437699406811013
World,42,1,0.16419504027160894,0.527961184544693,0.14536434171882745,0.1624794334648707
