tag,id,cluster,membership_0,membership_1,membership_2,membership_3
World,0,1,1.6609074392743827e-08,0.9963378537785215,1.0375181076917062e-19,0.0036621296124146573
World,1,1,3.408036736046831e-17,0.9999999677507964,3.877152206018622e-27,3.2249177101530484e-08
World,2,3,3.313367638196057e-06,1.22673905011346e-07,4.6319501168293266e-09,0.9999965593265262
World,3,3,0.0336169929056304,0.0002116539620211529,2.6618836594150063e-18,0.9661713531323252
World,4,3,0.08400001390401803,2.0883967839532613e-14,2.7307164826251717e-09,0.9159999833652646
World,5,1,3.929748526920361e-18,0.9999999994416271,1.1901179994436323e-21,5.58383378950192e-10
World,6,0,0.9872827458280785,2.2703435673553524e-07,1.398459099502674e-12,0.012717027136141722
World,7,3,4.3732944333372675e-07,1.1160047970909789e-08,1.9286198082070794e-12,0.9999995515085953
World,8,1,8.494474673687037e-15,0.9999915062344706,1.148878663809212e-20,8.49376553890221e-06
World,9,3,0.002307786119254982,0.007319631985292679,1.9406360046306292e-17,0.9903725818954242
World,10,3,0.0037636842570462335,2.1774010314309184e-07,3.626515581393293e-10,0.9962360976402155
World,11,0,0.6869782426561114,4.771941920557376e-13,4.347691983317016e-11,0.3130217572999144
World,12,3,2.393080897846699e-06,5.5591223623839654e-14,8.52863320920653e-06,0.9999890782858211
World,13,1,4.889714589596976e-16,0.9999998773625483,1.0853530502634686e-23,1.226374294252917e-07
World,14,3,0.00021427060475254155,1.042596557691695e-13,4.027514503540802e-07,0.9997853266436829
World,15,3,0.00444445954483829,2.6738403879698362e-05,1.7983595371965658e-13,0.9955288020511049
World,16,3,2.307787347956122e-05,0.0002952914653998417,4.252044480964191e-12,0.9996816306568694
World,17,3,0.0002843459636281008,5.41848918357248e-23,3.467270979441478e-12,0.9997156540329166
World,18,3,0.22077936308456486,0.0002472400273881574,1.239206382585959e-16,0.7789733968880602
World,19,3,0.015219702449954907,2.598899436173487e-08,7.572272479886794e-12,0.9847802715534824
World,20,0,0.9999999999588454,1.4363993788255784e-29,1.9422682316445944e-19,4.1133628319654776e-11
World,21,0,0.9999716891594082,9.64483793150426e-09,6.411433177523367e-20,2.8301195734688903e-05
World,22,0,0.9999819100746956,4.143816754389339e-18,3.050703156066134e-15,1.8089925275726964e-05
World,23,0,0.9999711549804601,1.8642589774711402e-19,1.27022060877254e-13,2.884501942390295e-05
World,24,3,1.1164843176331023e-10,0.0020566763026616287,2.3029618988180014e-09,0.9979433212827323
World,25,0,0.8066482362383296,4.7217440714633366e-08,1.470790104163213e-15,0.19335171654424074
World,26,0,0.9999999999997726,4.432670067411524e-33,2.6044871221218725e-22,2.1834959917063352e-13
World,27,3,0.036454279398553106,1.342545350651646e-06,9.383004367798521e-10,0.9635443771177783
World,28,0,0.9999903379885586,3.6159497831649565e-19,1.791270995764278e-11,9.66199351588112e-06
World,29,3,0.0003166580490677209,0.00027849641428843633,4.110728021220154e-13,0.9994048455362541
World,30,3,3.7949687315880194e-06,1.3695581302142238e-13,0.0016338806980379693,0.9983623243330983
World,31,1,3.999148591324155e-17,0.9999999953905672,1.2785812810308142e-22,4.609424928062485e-09
World,32,1,1.5903952469139697e-14,0.9999608506964729,1.3448106063751894e-19,3.9149303514510895e-05
World,33,1,0.0009543514891303827,0.990039856748784,4.5182649305291974e-13,0.009005791761661225
World,34,3,0.012933320625554183,0.001257426642324891,9.715764116019953e-11,0.9858092526349869
World,35,0,0.9998620420893775,9.673477985079427e-13,4.297364406815728e-21,0.00013795790967773808
World,36,1,6.490047318716549e-24,0.999999999996362,7.677424162833383e-26,3.657180064215465e-12
World,37,0,0.9885891848262924,1.0327172646210835e-16,8.673830427187313e-08,0.011410728435395243
World,38,1,9.58108752166477e-10,0.6538336658343272,5.023775263987665e-12,0.3461663332025276
World,39,0,0.9985372000804631,6.0753042567386765e-18,1.3355321398081047e-10,0.0014627997859652528
World,40,3,0.00011163844199839136,3.331939045111736e-11,8.920197292648485e-05,0.999799159551771
World,41,3,5.099063330847199e-07,0.0001883182904311284,1.30394111125455e-14,0.9998111718032165
World,42,1,1.3531027794502254e-12,0.9963109005057431,7.355039262678704e-22,0.0036890994928914515
World,43,3,2.760103226471978e-06,2.2500858421401737e-06,1.1337854711799412e-10,0.9999949896975301
World,44,1,4.562415506912989e-13,0.9999994170041754,7.760890269883977e-22,5.829953615770563e-07
World,45,0,0.9909859917022109,3.7661164956672174e-13,2.6433900780110474e-12,0.009014008294767747
World,46,0,0.9999998949089728,6.444102306807152e-23,8.033231648438728e-13,1.0509020822125658e-07
World,47,0,1.0,8.750333640251874e-40,1.2964120171611543e-16,3.3339585697237624e-17
World,48,0,0.9999840383459311,9.062834514151626e-16,1.2528867192990764e-17,1.596165408228239e-05
World,49,1,6.713157814934245e-22,0.9999999999732836,9.7440402403062e-26,2.6714057466844695e-11
World,50,3,0.12964060250326725,4.037208541765271e-12,6.922985864342396e-05,0.8702901676340347
World,51,3,9.59823877916739e-07,6.165696302341777e-10,1.9614503056116404e-08,0.9999990199450763
World,52,0,0.9987570774917214,2.034230480140655e-17,1.2415335158425333e-12,0.0012429225070374797
World,53,1,4.723691324911939e-11,0.9976309825557146,4.576769952995398e-19,0.00236901739705834
World,54,1,0.00016682989331512767,0.9189985419541943,2.9139074297688154e-13,0.0808346281522055
World,55,3,0.06584854881761068,1.0654810813132865e-05,4.472761373636744e-12,0.9341407963670807
World,56,3,0.00012738670083276962,0.001782214525006062,7.963877368220004e-17,0.9980903987741457
World,57,3,2.811346017918912e-07,5.452364386108445e-09,3.029586186548483e-08,0.9999996831171463
World,58,0,0.9999999995876578,1.572403391875718e-26,1.8591533048416672e-19,4.1231779171168537e-10
World,59,0,0.9999999951136829,1.5081260399023326e-31,1.3011988050955243e-16,4.886309564840671e-09
World,60,3,0.00011047197464366515,1.085942926600211e-06,3.8483423760925723e-10,0.9998884416976217
World,61,3,0.00018985658654230932,5.45578733269746e-10,6.9943522256636946e-12,0.9998101428608811
World,62,0,0.8696990926973309,2.9330874471197046e-06,6.97363406527194e-14,0.13029797421513967
World,63,3,0.3409700614018826,1.1999394330111686e-17,9.41285017052251e-10,0.6590299376568294
World,64,0,0.9999556827356294,5.694480423419436e-17,2.0594720897647473e-12,4.431726231259949e-05
World,65,1,1.5798061150530153e-06,0.9636462014027875,1.9758309679306102e-15,0.03635221879110391
World,66,2,2.271843412252013e-12,5.9403978445970606e-09,0.9918915462224875,0.008108447834843487
World,67,2,2.5478741497089014e-09,2.698258532609256e-25,0.9999999842553394,1.3196801753762313e-08
World,68,3,1.0668519434244561e-05,1.1433583974781756e-14,1.1260947419783853e-12,0.9999893314794209
World,69,3,0.009710712775333002,5.917011481749659e-12,2.88665427373811e-14,0.9902892872187362
World,70,3,0.0011873880088262559,4.2959280386512295e-19,1.691675274088063e-10,0.9988126118219794
World,71,3,2.778782118691797e-08,2.652534466820873e-13,8.162938712013614e-08,0.9999998905825069
World,72,2,4.1729882753935805e-20,2.0033588582604648e-33,1.0,2.125606517519233e-14
World,73,0,0.9994517812936785,4.790913148134533e-19,2.826133286701956e-17,0.0005482187063225717
World,74,2,3.845625413318932e-11,4.313801029288079e-30,0.9999999998746034,8.692157820065567e-11
World,75,3,0.0015933667184256544,0.007931225510732439,4.9374687663336076e-15,0.9904754077708234
World,76,3,7.815865364390643e-06,2.362584773041237e-07,6.053664003228267e-09,0.999991941822496
World,77,1,2.3787627064088017e-05,0.6764125681751925,9.254259780444486e-12,0.323563644188479
